Line Item Details/Line Item ID,Identity Details/Customer Name,Identity Details/Resource Purchase Account ID,Identity Details/Resource Purchase Account,Identity Details/Resource Owner Account ID,Identity Details/Resource Owner Account,Billing Details/Service Entity,Billing Details/Billing Month,Billing Details/Line Item Type,Billing Details/Consume Type,Product Details/Product Code,Product Details/Product Name,Product Details/Commodity Code,Product Details/Commodity Name,Product Details/Billing Item Code,Product Details/Billing Item Name,Product Details/Purchase Configuration,Product Details/Instance Type,Resource Details/Resource ID,Resource Details/Instance ID,Resource Details/Resource Name,Resource Details/Region Code,Resource Details/Region,Duration Details/Charge Duration,Duration Details/Charge Duration Unit,Usage Details/Usage,Usage Details/Usage Unit,Pricing Details/List Price,Pricing Details/List Price Unit,Pricing Details/Currency,Fee Details/Gross Amount,Fee Details/Billing Formula,Prepaid Purchase Offset Details/Prepaid Purchase Offset from Total List Price,Prepaid Purchase Offset Details/Amount After Prepaid Purchase Offset,Prepaid Purchase Offset Details/Prepaid Purchase Offset Amount,Discount Details/Discount Amount,Discount Details/Amount After Price Reduction,Coupon Deduction Details/Coupon Deduction Amount,Payable Details/Tax-exclusive Payable Amount
12dffcaaaf2ec916b5ac458254ae0e64,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Purchase,YUNMARKET_THIRD_PARTY,Third-Party Services in Marketplace,sgcmgj00036196,sgcmgj00036196,package_version,package_version,"[{""name"":""package_version"",""value"":""yuncode3019600001""}]",,,5000003360156	,,-,-,,,,,0,,USD,0,,,,,0,0,0,0
1f02d5198048914df319e324f8787a95,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,sas,Security Center,sas_intl,Security Center,sas_sls_storage,sas_sls_storage,"[{""name"":""Log Analysis"",""value"":""[0GB, 1000000GB]""}]",,,sas-zry1tl6trure,,-,-,,,,,0.1,USD/(GB*month),USD,0,,,,,0,0,0,0
4060ace8a1fbe0f1dc04e2d8283332f0,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,sas,Security Center,sas_intl,Security Center,sas_sc,Security Dashboard,"[{""name"":""sas_sc"",""value"":""Yes""}]",,,sas-zry1tl6trure,,-,-,,,,,220.125786163522,USD/Month,USD,220.13,,,,,0,220.13,0,220.13
53ff544207a880a027d4e0ebefe97dd9,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,sas,Security Center,sas_intl,Security Center,Container_Image_Scan_new,Container Image Scan,"[{""name"":""Container Image Scan"",""value"":""[0Piece, 9999999999999Piece]""}]",,,sas-zry1tl6trure,,-,-,,,,,0.1,USD/(Piece*Month),USD,0,,,,,0,0,0,0
6ae364ecbe5faf1863c5ea7ad05643a5,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,sas,Security Center,sas_intl,Security Center,rasp_count,RASP-based Application Protection,"[{""name"":""Quota for Application Protection"",""value"":""[0Piece, 50Piece]""}]",,,sas-zry1tl6trure,,-,-,,,,,6,USD/(Piece*Month),USD,0,,,,,0,0,0,0
89e027cffc50ced9f5d2a7cfe8baa8a2,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,sas,Security Center,sas_intl,Security Center,sas_cspm,Configuration Assessment,"[{""name"":""CSPM (Legacy)"",""value"":""Yes""},{""name"":""CSPM Scan Count (Legacy)"",""value"":""[0Time, 100000Time]""}]",,,sas-zry1tl6trure,,-,-,,,,,0.0009,USD/(Time*Month),USD,13.5,,,,,0,13.5,0,13.5
cc05d71bed7c14dc35595985265fd9fb,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,sas,Security Center,sas_intl,Security Center,sas_anti_ransomware,Anti-ransomware,"[{""name"":""Anti-ransomware"",""value"":""[0GB, 9999999999GB]""}]",,,sas-zry1tl6trure,,-,-,,,,,0.045,USD/(GB*month),USD,90,,,,,0,90,0,90
d314bebf6b003c895ab78ca36cfaa5f5,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Tax,Tax,sas,Security Center,sas_intl,Security Center,,,,,,,,-,-,,,,,,,USD,0,,,,,,0,,0
dfd46e1cb8bcf38bbbcaa65759c3284d,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,sas,Security Center,sas_intl,Security Center,instance_count,instance_count,"[{""name"":""Edition"",""value"":""Advanced""},{""name"":""Protected Servers"",""value"":""[0Set, 9999999999999Set]""}]",,,sas-zry1tl6trure,,-,-,,,,,9.5,USD/(Set*Month),USD,551,,,,,0,551,0,551
07bfbb35c35bcb2387c77fb5fc08d741,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""context_0-32k_output_token""},{""name"":""Text Generation Model Specifications"",""value"":""qwen3-vl-flash""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,34223;llm-tuvm1fzq0qymreuy;qwen3-vl-flash;context_0-32k_output_token;;0,,ap-southeast-1,Singapore,,,2.63,1K tokens,0.0004,USD/1K tokens,USD,0.001052,List Price*Usage,,,,0,0.001052,0,0.001052
10bc35316c2a20540fc965ba9ff52d43,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""input_token""},{""name"":""Text Generation Model Specifications"",""value"":""qwen3.5-flash""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,112609;llm-tuvm1fzq0qymreuy;qwen3.5-flash;input_token;;0,,ap-southeast-1,Singapore,,,75.338,1K tokens,0.0001,USD/1K tokens,USD,0.0075338,List Price*Usage,,,,0,0.0075338,0,0.0075338
19bccb92619736553bd5348ae641f3eb,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""context_0-32k_input_token""},{""name"":""Text Generation Model Specifications"",""value"":""qwen3-vl-flash""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,34223;llm-tuvm1fzq0qymreuy;qwen3-vl-flash;context_0-32k_input_token;;0,,ap-southeast-1,Singapore,,,16.017,1K tokens,0.00005,USD/1K tokens,USD,0.00080085,List Price*Usage,,,,0,0.00080085,0,0.00080085
2de7f7a2f85f657ff2581501fb5e833e,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""output_token""},{""name"":""Text Generation Model Specifications"",""value"":""qwen-plus""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,903721;llm-4d06ommrvl337gi2;qwen-plus;output_token;0,,ap-southeast-1,Singapore,,,3.364,1K tokens,0.0012,USD/1K tokens,USD,0.0040368,List Price*Usage,,,,0,0.0040368,0,0.0040368
33da40cd6a6315361f2cc1f521a286a7,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""context_0-32k_input_token""},{""name"":""Text Generation Model Specifications"",""value"":""qwen3-vl-flash""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,34223;llm-tuvm1fzq0qymreuy;qwen3-vl-flash;context_0-32k_input_token;;0,,ap-southeast-1,Singapore,,,29.263,1K tokens,0.00005,USD/1K tokens,USD,0.00146315,List Price*Usage,,,,0,0.00146315,0,0.00146315
4481ccfc112f8a749ed51b3dd4223232,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""input_token_cache""},{""name"":""Text Generation Model Specifications"",""value"":""qwen-plus""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,903721;llm-4d06ommrvl337gi2;qwen-plus;input_token_cache;0,,ap-southeast-1,Singapore,,,5.12,1K tokens,0.00008,USD/1K tokens,USD,0.0004096,List Price*Usage,,,,0,0.0004096,0,0.0004096
4baad1ce64b8eac3048feb0f87a2e232,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""input_token_cache""},{""name"":""Text Generation Model Specifications"",""value"":""qwen-plus""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,903721;llm-4d06ommrvl337gi2;qwen-plus;input_token_cache;0,,ap-southeast-1,Singapore,,,11.008,1K tokens,0.00008,USD/1K tokens,USD,0.00088064,List Price*Usage,,,,0,0.00088064,0,0.00088064
5703d7aed79f69187e6677336eac4c8d,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""input_token_cache""},{""name"":""Text Generation Model Specifications"",""value"":""qwen-plus""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,903721;llm-4d06ommrvl337gi2;qwen-plus;input_token_cache;0,,ap-southeast-1,Singapore,,,3.328,1K tokens,0.00008,USD/1K tokens,USD,0.00026624,List Price*Usage,,,,0,0.00026624,0,0.00026624
796e5197d08295f71d5f3f05d0406e66,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Rounded-down Fee,Round-off Discount,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,,,,112609;llm-tuvm1fzq0qymreuy;qwen3.5-flash;output_token;;0,,ap-southeast-1,Singapore,,,,,,,USD,0,,,,,0,0,0,-0.06368253
7ac807d50bc205e25cf58430d24a5d36,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""input_token""},{""name"":""Text Generation Model Specifications"",""value"":""qwen-plus""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,903721;llm-4d06ommrvl337gi2;qwen-plus;input_token;0,,ap-southeast-1,Singapore,,,3.289,1K tokens,0.0004,USD/1K tokens,USD,0.0013156,List Price*Usage,,,,0,0.0013156,0,0.0013156
82095fa61d832a5a6eba6e0176c9eddf,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""output_token""},{""name"":""Text Generation Model Specifications"",""value"":""qwen-plus""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,903721;llm-4d06ommrvl337gi2;qwen-plus;output_token;0,,ap-southeast-1,Singapore,,,1.982,1K tokens,0.0012,USD/1K tokens,USD,0.0023784,List Price*Usage,,,,0,0.0023784,0,0.0023784
8829da9b6d3b669bf9996cd006249e5e,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""context_0-32k_output_token""},{""name"":""Text Generation Model Specifications"",""value"":""qwen3-vl-flash""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,34223;llm-tuvm1fzq0qymreuy;qwen3-vl-flash;context_0-32k_output_token;;0,,ap-southeast-1,Singapore,,,1.608,1K tokens,0.0004,USD/1K tokens,USD,0.0006432,List Price*Usage,,,,0,0.0006432,0,0.0006432
9009f965860f241bdece807517f8ac78,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""context_0-32k_input_token""},{""name"":""Text Generation Model Specifications"",""value"":""qwen3-vl-flash""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,34223;llm-tuvm1fzq0qymreuy;qwen3-vl-flash;context_0-32k_input_token;;0,,ap-southeast-1,Singapore,,,31.917,1K tokens,0.00005,USD/1K tokens,USD,0.00159585,List Price*Usage,,,,0,0.00159585,0,0.00159585
96e22792a5f0e356149e63071e27e0c3,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""context_0-32k_output_token""},{""name"":""Text Generation Model Specifications"",""value"":""qwen3-vl-flash""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,34223;llm-tuvm1fzq0qymreuy;qwen3-vl-flash;context_0-32k_output_token;;0,,ap-southeast-1,Singapore,,,0.868,1K tokens,0.0004,USD/1K tokens,USD,0.0003472,List Price*Usage,,,,0,0.0003472,0,0.0003472
c78f32fb82310317901f502206dbdc89,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""output_token""},{""name"":""Text Generation Model Specifications"",""value"":""qwen3.5-flash""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,112609;llm-tuvm1fzq0qymreuy;qwen3.5-flash;output_token;;0,,ap-southeast-1,Singapore,,,67.317,1K tokens,0.0004,USD/1K tokens,USD,0.0269268,List Price*Usage,,,,0,0.0269268,0,0.0269268
cd800e58c1a03f93efe5e9eeb1f75b08,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""input_token""},{""name"":""Text Generation Model Specifications"",""value"":""qwen-plus""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,903721;llm-4d06ommrvl337gi2;qwen-plus;input_token;0,,ap-southeast-1,Singapore,,,4.878,1K tokens,0.0004,USD/1K tokens,USD,0.0019512,List Price*Usage,,,,0,0.0019512,0,0.0019512
ce79d638196d870c79ae591263556606,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""output_token""},{""name"":""Text Generation Model Specifications"",""value"":""qwen-plus""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,903721;llm-4d06ommrvl337gi2;qwen-plus;output_token;0,,ap-southeast-1,Singapore,,,6.853,1K tokens,0.0012,USD/1K tokens,USD,0.0082236,List Price*Usage,,,,0,0.0082236,0,0.0082236
fbbe22c5c7a61646a7ab336b547b66a9,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_inferenceglobal_public_intl,Model Studio Foundation Model Inference,token_number,TextModelTokens,"[{""name"":""Token Type"",""value"":""input_token""},{""name"":""Text Generation Model Specifications"",""value"":""qwen-plus""},{""name"":""Text Model Token Consumption - Singapore"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,903721;llm-4d06ommrvl337gi2;qwen-plus;input_token;0,,ap-southeast-1,Singapore,,,9.644,1K tokens,0.0004,USD/1K tokens,USD,0.0038576,List Price*Usage,,,,0,0.0038576,0,0.0038576
000ce7a5730a17ec5a595d13258d1f3e,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_tokenplanextrausage_public_intl,Token Plan — Pay-as-You-Go,token_number,token_number,"[{""name"":""AmountType"",""value"":""context_0-256k_output_token""},{""name"":""language_model_name"",""value"":""qwen3.7-plus""},{""name"":""service_site"",""value"":""global""},{""name"":""token_number"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,qwen3.7-plus;context_0-256k_output_token;1809;1,,,,,,0,1K tokens,0.001101,USD/1K tokens,USD,0,List Price*Usage,,,,0,0,0,0
528f2b0933d8fda23cebabe869659a63,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_tokenplanextrausage_public_intl,Token Plan — Pay-as-You-Go,token_number,token_number,"[{""name"":""AmountType"",""value"":""context_256k-1m_output_token""},{""name"":""language_model_name"",""value"":""qwen3.7-plus""},{""name"":""service_site"",""value"":""global""},{""name"":""token_number"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,qwen3.7-plus;context_256k-1m_output_token;1809;1,,,,,,0,1K tokens,0.003301,USD/1K tokens,USD,0,List Price*Usage,,,,0,0,0,0
68fed40c2c2edbb178e2235a1c7894ac,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_tokenplanextrausage_public_intl,Token Plan — Pay-as-You-Go,token_number,token_number,"[{""name"":""AmountType"",""value"":""context_256k-1m_input_token""},{""name"":""language_model_name"",""value"":""qwen3.7-plus""},{""name"":""service_site"",""value"":""global""},{""name"":""token_number"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,qwen3.7-plus;context_256k-1m_input_token;1809;1,,,,,,0,1K tokens,0.000826,USD/1K tokens,USD,0,List Price*Usage,,,,0,0,0,0
afbad53d18852adfcde840b74b041a1f,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_tokenplanextrausage_public_intl,Token Plan — Pay-as-You-Go,token_number,token_number,"[{""name"":""AmountType"",""value"":""context_256k-1m_input_token_cache""},{""name"":""language_model_name"",""value"":""qwen3.7-plus""},{""name"":""service_site"",""value"":""global""},{""name"":""token_number"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,qwen3.7-plus;context_256k-1m_input_token_cache;1809;1,,,,,,0,1K tokens,0.000166,USD/1K tokens,USD,0,List Price*Usage,,,,0,0,0,0
b4aeb0b1b1f9407041268c8dc6bf2906,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_tokenplanextrausage_public_intl,Token Plan — Pay-as-You-Go,token_number,token_number,"[{""name"":""AmountType"",""value"":""context_0-256k_input_token""},{""name"":""language_model_name"",""value"":""qwen3.7-plus""},{""name"":""service_site"",""value"":""global""},{""name"":""token_number"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,qwen3.7-plus;context_0-256k_input_token;1809;1,,,,,,0,1K tokens,0.000276,USD/1K tokens,USD,0,List Price*Usage,,,,0,0,0,0
b69c6a100ebf74ae7a18d8b84ac21a50,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,sfm,Alibaba Cloud Model Studio,sfm_tokenplanextrausage_public_intl,Token Plan — Pay-as-You-Go,token_number,token_number,"[{""name"":""AmountType"",""value"":""context_0-256k_input_token_cache""},{""name"":""language_model_name"",""value"":""qwen3.7-plus""},{""name"":""service_site"",""value"":""global""},{""name"":""token_number"",""value"":""[01K tokens, 99999999999991K tokens]""}]",,,qwen3.7-plus;context_0-256k_input_token_cache;1809;1,,,,,,0,1K tokens,0.000056,USD/1K tokens,USD,0,List Price*Usage,,,,0,0,0,0
080ae456fbb70bcf23b64a8b76c45b4b,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,slb,Server Load Balancer,slb_ealb_public_intl,Application Load Balancer,lcu,Capacity Unit,"[{""name"":""Region"",""value"":""Singapore""},{""name"":""LCU"",""value"":""[0LCU, 99999999LCU]""}]",,alb-a71lfeivjvuutdou9v,alb-a71lfeivjvuutdou9v;ap-southeast-1,RFID-PRD-APLB01,ap-southeast-1,Singapore,,,14.22,LCU,0.007,USD/LCU,USD,0.09954,List Price*Usage,,,,0,0.09954,0,0.09954
11f4d308ccb93dd3f017046fd4547db6,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,slb,Server Load Balancer,slb_ealb_public_intl,Application Load Balancer,alb_function_edition,Edition (Instance Fee),"[{""name"":""Edition (Instance Fee)"",""value"":""Standard""},{""name"":""Region"",""value"":""Singapore""}]",,alb-v3amtp6inb90sh5ixj,alb-v3amtp6inb90sh5ixj;ap-southeast-1,POS-U2-XOLB01,ap-southeast-1,Singapore,522,hours,,,0.021,USD/Hour,USD,10.962,List Price*Charge Duration,,,,0,10.962,0,10.962
18dd44e4b4d209fb7c2b15b4e0db74e2,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,slb,Server Load Balancer,slb_ealb_public_intl,Application Load Balancer,alb_function_edition,Edition (Instance Fee),"[{""name"":""Edition (Instance Fee)"",""value"":""Standard""},{""name"":""Region"",""value"":""Singapore""}]",,alb-aqbgmkql5nz1ptdojq,alb-aqbgmkql5nz1ptdojq;ap-southeast-1,POS-PRD-XOLB01,ap-southeast-1,Singapore,522,hours,,,0.021,USD/Hour,USD,10.962,List Price*Charge Duration,,,,0,10.962,0,10.962
1b97ae07a34369b7b74dc27f0fbd12f1,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,slb,Server Load Balancer,slb_ealb_public_intl,Application Load Balancer,lcu,Capacity Unit,"[{""name"":""Region"",""value"":""Singapore""},{""name"":""LCU"",""value"":""[0LCU, 99999999LCU]""}]",,alb-v3amtp6inb90sh5ixj,alb-v3amtp6inb90sh5ixj;ap-southeast-1,POS-U2-XOLB01,ap-southeast-1,Singapore,,,71.04,LCU,0.007,USD/LCU,USD,0.49728,List Price*Usage,,,,0,0.49728,0,0.49728
1fc03e14145141cb37e3679997a978c3,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,slb,Server Load Balancer,slb_ealb_public_intl,Application Load Balancer,lcu,Capacity Unit,"[{""name"":""Region"",""value"":""Singapore""},{""name"":""LCU"",""value"":""[0LCU, 99999999LCU]""}]",,alb-qv6poih66ma6k1k4nk,alb-qv6poih66ma6k1k4nk;ap-southeast-1,OMS-PRD-APLB01,ap-southeast-1,Singapore,,,58.08,LCU,0.007,USD/LCU,USD,0.40656,List Price*Usage,,,,0,0.40656,0,0.40656
2b8a3722874087fb0f465a569a01d9ee,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,slb,Server Load Balancer,slb_ealb_public_intl,Application Load Balancer,alb_function_edition,Edition (Instance Fee),"[{""name"":""Edition (Instance Fee)"",""value"":""WAF Enabled""},{""name"":""Region"",""value"":""Singapore""}]",,alb-a71lfeivjvuutdou9v,alb-a71lfeivjvuutdou9v;ap-southeast-1,RFID-PRD-APLB01,ap-southeast-1,Singapore,522,hours,,,0.035,USD/Hour,USD,18.27,List Price*Charge Duration,,,,0,18.27,0,18.27
